date,count
"2024-05-30 00:00:13",18
"2024-05-30 00:05:14",18
"2024-05-30 00:10:14",17
"2024-05-30 00:15:15",18
"2024-05-30 00:20:16",20
"2024-05-30 00:25:16",16
"2024-05-30 00:30:19",16
"2024-05-30 00:35:20",16
"2024-05-30 00:40:20",16
"2024-05-30 00:45:21",16
"2024-05-30 00:50:22",16
"2024-05-30 00:55:24",17
"2024-05-30 01:00:27",16
"2024-05-30 01:05:27",16
"2024-05-30 01:10:28",15
"2024-05-30 01:15:29",14
"2024-05-30 01:20:30",14
"2024-05-30 01:25:30",14
"2024-05-30 01:30:33",12
"2024-05-30 01:35:34",12
"2024-05-30 01:40:35",13
"2024-05-30 01:45:36",13
"2024-05-30 01:50:36",13
"2024-05-30 01:55:37",13
"2024-05-30 02:00:40",13
"2024-05-30 02:05:41",13
"2024-05-30 02:10:42",14
"2024-05-30 02:15:43",14
"2024-05-30 02:20:43",16
"2024-05-30 02:25:44",14
"2024-05-30 02:30:47",11
"2024-05-30 02:35:48",11
"2024-05-30 02:40:49",11
"2024-05-30 02:45:50",12
"2024-05-30 02:50:50",12
"2024-05-30 02:55:51",12
"2024-05-30 03:00:54",12
"2024-05-30 03:05:55",14
"2024-05-30 03:10:56",15
"2024-05-30 03:15:57",15
"2024-05-30 03:20:57",15
"2024-05-30 03:25:58",15
"2024-05-30 03:31:01",17
"2024-05-30 03:36:02",17
"2024-05-30 03:41:03",17
"2024-05-30 03:46:03",17
"2024-05-30 03:51:04",17
"2024-05-30 03:56:05",18
"2024-05-30 04:01:08",19
"2024-05-30 04:06:09",18
"2024-05-30 04:11:10",16
"2024-05-30 04:16:10",17
"2024-05-30 04:21:11",17
"2024-05-30 04:26:12",18
"2024-05-30 04:31:15",18
"2024-05-30 04:36:16",21
"2024-05-30 04:41:17",21
"2024-05-30 04:46:17",22
"2024-05-30 04:51:18",23
"2024-05-30 04:56:19",25
"2024-05-30 05:01:22",27
"2024-05-30 05:06:23",28
"2024-05-30 05:11:23",29
"2024-05-30 05:16:24",27
"2024-05-30 05:21:25",29
"2024-05-30 05:26:26",30
"2024-05-30 05:31:29",32
"2024-05-30 05:36:29",36
"2024-05-30 05:41:30",38
"2024-05-30 05:46:31",40
"2024-05-30 05:51:32",44
"2024-05-30 05:56:33",45
"2024-05-30 06:01:36",48
"2024-05-30 06:06:36",45
"2024-05-30 06:11:37",45
"2024-05-30 06:16:38",46
"2024-05-30 06:21:39",45
"2024-05-30 06:26:40",48
"2024-05-30 06:31:43",50
"2024-05-30 06:36:43",50
