date,count
"2024-06-01 00:03:07",12
"2024-06-01 00:08:10",13
"2024-06-01 00:13:13",11
"2024-06-01 00:18:13",11
"2024-06-01 00:23:14",10
"2024-06-01 00:28:15",10
"2024-06-01 00:33:16",10
"2024-06-01 00:38:17",10
"2024-06-01 00:43:20",10
"2024-06-01 00:48:21",9
"2024-06-01 00:53:22",9
"2024-06-01 00:58:22",8
"2024-06-01 01:03:23",8
"2024-06-01 01:08:24",8
"2024-06-01 01:13:27",8
"2024-06-01 01:18:28",8
"2024-06-01 01:23:29",7
"2024-06-01 01:28:29",7
"2024-06-01 01:33:30",3
"2024-06-01 01:38:31",3
"2024-06-01 01:43:34",3
"2024-06-01 01:48:35",3
"2024-06-01 01:53:35",3
"2024-06-01 01:58:36",3
"2024-06-01 02:03:37",3
"2024-06-01 02:08:38",3
"2024-06-01 02:13:41",3
"2024-06-01 02:18:41",3
"2024-06-01 02:23:42",3
"2024-06-01 02:28:43",5
"2024-06-01 02:33:44",5
"2024-06-01 02:38:44",5
"2024-06-01 02:43:48",5
"2024-06-01 02:48:48",5
"2024-06-01 02:53:49",5
"2024-06-01 02:58:50",5
"2024-06-01 03:03:50",5
"2024-06-01 03:08:51",7
"2024-06-01 03:13:54",9
"2024-06-01 03:18:55",9
"2024-06-01 03:23:56",7
"2024-06-01 03:28:57",8
"2024-06-01 03:33:57",11
"2024-06-01 03:38:58",11
"2024-06-01 03:44:01",12
"2024-06-01 03:49:02",12
"2024-06-01 03:54:03",12
"2024-06-01 03:59:03",12
"2024-06-01 04:04:04",12
"2024-06-01 04:09:05",15
"2024-06-01 04:14:08",14
"2024-06-01 04:19:09",15
"2024-06-01 04:24:09",15
"2024-06-01 04:29:10",15
"2024-06-01 04:34:11",15
"2024-06-01 04:39:12",16
"2024-06-01 04:44:15",18
"2024-06-01 04:49:16",18
"2024-06-01 04:54:16",18
"2024-06-01 04:59:17",18
"2024-06-01 05:04:18",16
"2024-06-01 05:09:19",16
"2024-06-01 05:14:22",18
"2024-06-01 05:19:22",17
"2024-06-01 05:24:23",17
